timestamp,zone_id,order_count,weather,is_holiday,lat,lon,demand_lag_1h,demand_lag_24h,demand_rolling_mean_7d
2023-09-01 00:00:00,zone_01,12,Clear,0,41.332501075522266,2.147502931836912,0.0,0.0,0.0
2023-09-01 01:00:00,zone_01,7,Clear,0,41.403647121416405,2.187669948742291,12.0,0.0,0.0
2023-09-01 02:00:00,zone_01,6,Rain,0,41.33869388326294,2.162192181968527,7.0,0.0,0.0
2023-09-01 03:00:00,zone_01,5,Clear,0,41.35186379748036,2.170535528810336,6.0,0.0,0.0
2023-09-01 04:00:00,zone_01,0,Clear,0,41.34988376506867,2.1849884437779523,5.0,0.0,0.0
2023-09-01 05:00:00,zone_01,0,Clear,0,41.35204406220407,2.178926568387591,0.0,0.0,0.0
2023-09-01 06:00:00,zone_01,5,Rain,0,41.33064987596781,2.2005819251832808,0.0,0.0,0.0
2023-09-01 07:00:00,zone_01,6,Clear,0,41.3640250516518,2.135547949981178,5.0,0.0,0.0
2023-09-01 08:00:00,zone_01,3,Storm,0,41.363659454511264,2.1292745843380145,6.0,0.0,0.0
2023-09-01 09:00:00,zone_01,11,Clear,0,41.41474943663475,2.1803726031366892,3.0,0.0,0.0
2023-09-01 10:00:00,zone_01,18,Rain,0,41.402973178669384,2.17362280914547,11.0,0.0,0.0
2023-09-01 11:00:00,zone_01,8,Storm,0,41.36785343772084,2.175204063127323,18.0,0.0,0.0
2023-09-01 12:00:00,zone_01,26,Rain,0,41.39185197523643,2.206170690031078,8.0,0.0,0.0
2023-09-01 13:00:00,zone_01,14,Clear,0,41.4004571836215,2.1245824383655663,26.0,0.0,0.0
2023-09-01 14:00:00,zone_01,11,Clear,0,41.35893879636021,2.1279791976923628,14.0,0.0,0.0
2023-09-01 15:00:00,zone_01,11,Clear,0,41.340100142940976,2.147797360311009,11.0,0.0,0.0
2023-09-01 16:00:00,zone_01,11,Clear,0,41.36648321789701,2.1570180967116883,11.0,0.0,0.0
2023-09-01 17:00:00,zone_01,20,Clear,0,41.35669778220491,2.213665458771249,11.0,0.0,0.0
2023-09-01 18:00:00,zone_01,26,Clear,0,41.3909131005667,2.13711386481981,20.0,0.0,0.0
2023-09-01 19:00:00,zone_01,32,Clear,0,41.3463402493762,2.1579455441757647,26.0,0.0,0.0
2023-09-01 20:00:00,zone_01,17,Storm,0,41.39399997598541,2.1756949743774645,32.0,0.0,0.0
2023-09-01 21:00:00,zone_01,19,Clear,0,41.41428519201899,2.1975999911546245,17.0,0.0,0.0
2023-09-01 22:00:00,zone_01,15,Clear,0,41.333210024390404,2.151545304805908,19.0,0.0,0.0
2023-09-01 23:00:00,zone_01,10,Clear,0,41.351098284358635,2.2142909714335053,15.0,0.0,0.0
2023-09-02 00:00:00,zone_01,14,Rain,0,41.36146778807985,2.1855438665294877,10.0,12.0,0.0
2023-09-02 01:00:00,zone_01,8,Clear,0,41.42145475897406,2.1658851852587397,14.0,7.0,0.0
2023-09-02 02:00:00,zone_01,1,Clear,0,41.3546627507694,2.176136813416315,8.0,6.0,0.0
2023-09-02 03:00:00,zone_01,2,Clear,0,41.38845859902236,2.209782288360248,1.0,5.0,0.0
2023-09-02 04:00:00,zone_01,0,Clear,0,41.351932075915734,2.219753760649511,2.0,0.0,0.0
2023-09-02 05:00:00,zone_01,0,Clear,0,41.339090941217385,2.1247116375424735,0.0,0.0,0.0
2023-09-02 06:00:00,zone_01,0,Clear,0,41.39274460417031,2.1992079364362964,0.0,5.0,0.0
2023-09-02 07:00:00,zone_01,8,Clear,0,41.3363527706152,2.1581619286506535,0.0,6.0,0.0
2023-09-02 08:00:00,zone_01,3,Storm,0,41.382911434509914,2.2171078377613616,8.0,3.0,0.0
2023-09-02 09:00:00,zone_01,10,Rain,0,41.331148102194284,2.1920721819360196,3.0,11.0,0.0
2023-09-02 10:00:00,zone_01,16,Clear,0,41.38369703304088,2.146682518995254,10.0,18.0,0.0
2023-09-02 11:00:00,zone_01,15,Clear,0,41.34115521735959,2.1634765250669106,16.0,8.0,0.0
2023-09-02 12:00:00,zone_01,20,Clear,0,41.42538159275211,2.2075852940378193,15.0,26.0,0.0
2023-09-02 13:00:00,zone_01,14,Clear,0,41.38005861130503,2.137865188053013,20.0,14.0,0.0
2023-09-02 14:00:00,zone_01,16,Rain,0,41.417051856983676,2.149844479144863,14.0,11.0,0.0
2023-09-02 15:00:00,zone_01,13,Clear,0,41.39089702114382,2.1352839268549633,16.0,11.0,0.0
2023-09-02 16:00:00,zone_01,15,Clear,0,41.38393790301196,2.197862647863056,13.0,11.0,0.0
2023-09-02 17:00:00,zone_01,20,Clear,0,41.330057189612795,2.152415605700467,15.0,20.0,0.0
2023-09-02 18:00:00,zone_01,27,Clear,0,41.422909861626465,2.207872187782318,20.0,26.0,0.0
2023-09-02 19:00:00,zone_01,45,Rain,0,41.36075141254027,2.1257925166494185,27.0,32.0,0.0
2023-09-02 20:00:00,zone_01,36,Rain,0,41.424694944529804,2.1285653452067876,45.0,17.0,0.0
2023-09-02 21:00:00,zone_01,18,Clear,0,41.33692125184684,2.1960602165257233,36.0,19.0,0.0
2023-09-02 22:00:00,zone_01,14,Clear,0,41.342839146449975,2.167528237809873,18.0,15.0,0.0
2023-09-02 23:00:00,zone_01,15,Clear,0,41.35650566289401,2.2072433041085255,14.0,10.0,0.0
2023-09-03 00:00:00,zone_01,12,Clear,0,41.35117982054421,2.1739296088779456,15.0,14.0,0.0
2023-09-03 01:00:00,zone_01,4,Clear,0,41.350115106338976,2.1511716291300895,12.0,8.0,0.0
2023-09-03 02:00:00,zone_01,2,Storm,0,41.39498780576395,2.1638100083914504,4.0,1.0,0.0
